date,oil,copper,沪深300指数,恒生指数,恒生科技指数
1990/1/2,#N/A,2375.49,#N/A,2838.1,#N/A
1990/1/3,#N/A,2421.63,#N/A,2858.7,#N/A
1990/1/4,#N/A,2523.24,#N/A,2868,#N/A
1990/1/5,#N/A,2518.18,#N/A,2839.9,#N/A
1990/1/8,#N/A,2531.17,#N/A,2816,#N/A
1990/1/9,#N/A,2557.19,#N/A,2822,#N/A
1990/1/10,#N/A,2513.4,#N/A,2868,#N/A
1990/1/11,#N/A,2496.35,#N/A,2855,#N/A
1990/1/12,#N/A,2472.62,#N/A,2835,#N/A
1990/1/15,#N/A,2392.56,#N/A,2788.6,#N/A
1990/1/16,#N/A,2359.6,#N/A,2751.8,#N/A
1990/1/17,#N/A,2388.68,#N/A,2754.8,#N/A
1990/1/18,#N/A,2382.16,#N/A,2771.7,#N/A
1990/1/19,#N/A,2305.22,#N/A,2776.3,#N/A
1990/1/22,#N/A,2288.29,#N/A,2771.7,#N/A
1990/1/23,#N/A,2206.4,#N/A,2762.5,#N/A
1990/1/24,#N/A,2212.07,#N/A,2756.4,#N/A
1990/1/25,#N/A,2255.18,#N/A,2768.9,#N/A
1990/1/26,#N/A,2204.46,#N/A,#N/A,#N/A
1990/1/29,#N/A,2255.57,#N/A,#N/A,#N/A
1990/1/30,#N/A,2193.72,#N/A,2760.8,#N/A
1990/1/31,#N/A,2193.43,#N/A,2751.6,#N/A
1990/2/1,#N/A,2247.65,#N/A,2738.2,#N/A
1990/2/2,#N/A,2261.62,#N/A,2736.6,#N/A
1990/2/5,#N/A,2269.61,#N/A,2756.6,#N/A
1990/2/6,#N/A,2240.22,#N/A,2792,#N/A
1990/2/7,#N/A,2249.93,#N/A,2844.8,#N/A
1990/2/8,#N/A,2267.06,#N/A,2903.8,#N/A
1990/2/9,#N/A,2325.81,#N/A,2893.9,#N/A
1990/2/12,#N/A,2328.93,#N/A,2894.7,#N/A
1990/2/13,#N/A,2250.81,#N/A,2863.6,#N/A
1990/2/14,#N/A,2319.85,#N/A,2870.4,#N/A
1990/2/15,#N/A,2364.72,#N/A,2910,#N/A
1990/2/16,#N/A,2429.91,#N/A,2939.3,#N/A
1990/2/19,#N/A,2450.88,#N/A,2968,#N/A
1990/2/20,#N/A,2471.78,#N/A,2980,#N/A
1990/2/21,#N/A,2422.59,#N/A,2862.3,#N/A
1990/2/22,#N/A,2498.16,#N/A,2927.9,#N/A
1990/2/23,#N/A,2458.1,#N/A,2894.3,#N/A
1990/2/26,#N/A,2430.43,#N/A,2872.6,#N/A
1990/2/27,#N/A,2454.37,#N/A,2932.6,#N/A
1990/2/28,#N/A,2460.64,#N/A,2952,#N/A
1990/3/1,#N/A,2488.43,#N/A,2933.1,#N/A
1990/3/2,#N/A,2505.46,#N/A,2937,#N/A
1990/3/5,#N/A,2575.65,#N/A,2938,#N/A
1990/3/6,#N/A,2646.65,#N/A,2933,#N/A
1990/3/7,#N/A,2599.45,#N/A,2926,#N/A
1990/3/8,#N/A,2579.51,#N/A,2915,#N/A
1990/3/9,#N/A,2644.63,#N/A,2912,#N/A
1990/3/12,#N/A,2598.54,#N/A,2892,#N/A
1990/3/13,#N/A,2595.2,#N/A,2887,#N/A
1990/3/14,#N/A,2599.82,#N/A,2881,#N/A
1990/3/15,#N/A,2705.42,#N/A,2892,#N/A
1990/3/16,#N/A,2726.3,#N/A,2886,#N/A
1990/3/19,#N/A,2710.54,#N/A,2871,#N/A
1990/3/20,#N/A,2638.79,#N/A,2880,#N/A
1990/3/21,#N/A,2661.37,#N/A,2926,#N/A
1990/3/22,#N/A,2714.45,#N/A,2948,#N/A
1990/3/23,#N/A,2628.97,#N/A,2974,#N/A
1990/3/26,#N/A,2595.63,#N/A,3014,#N/A
1990/3/27,#N/A,2623.56,#N/A,3010,#N/A
1990/3/28,#N/A,2540.39,#N/A,2990,#N/A
1990/3/29,#N/A,2656.57,#N/A,3000,#N/A
1990/3/30,#N/A,2684.98,#N/A,2997,#N/A
1990/4/2,#N/A,2827.7,#N/A,2934,#N/A
1990/4/3,#N/A,2757.4,#N/A,2962,#N/A
1990/4/4,#N/A,2777.87,#N/A,2960,#N/A
1990/4/5,#N/A,2681.39,#N/A,#N/A,#N/A
1990/4/6,#N/A,2687.47,#N/A,2956,#N/A
1990/4/9,#N/A,2699.43,#N/A,2954,#N/A
1990/4/10,#N/A,2646.58,#N/A,2942,#N/A
1990/4/11,#N/A,2632.09,#N/A,2959,#N/A
1990/4/12,#N/A,2816.89,#N/A,2995,#N/A
1990/4/17,#N/A,2726.1,#N/A,3020,#N/A
1990/4/18,#N/A,2683.04,#N/A,3052,#N/A
1990/4/19,#N/A,2657.57,#N/A,3067,#N/A
1990/4/20,#N/A,2606.99,#N/A,3067,#N/A
1990/4/23,#N/A,2620.07,#N/A,3056,#N/A
1990/4/24,#N/A,2592.74,#N/A,3015,#N/A
1990/4/25,#N/A,2696.14,#N/A,3018,#N/A
1990/4/26,#N/A,2685.46,#N/A,3009,#N/A
1990/4/27,#N/A,2658.18,#N/A,2986,#N/A
1990/4/30,#N/A,2587.25,#N/A,2950.09,#N/A
1990/5/1,#N/A,2707.61,#N/A,2945,#N/A
1990/5/2,#N/A,2803.75,#N/A,2957,#N/A
1990/5/3,#N/A,2833.23,#N/A,2954,#N/A
1990/5/4,#N/A,2783.8,#N/A,2946,#N/A
1990/5/8,#N/A,2705.45,#N/A,2953,#N/A
1990/5/9,#N/A,2876.91,#N/A,2942,#N/A
1990/5/10,#N/A,2944.73,#N/A,2985,#N/A
1990/5/11,#N/A,2847.61,#N/A,2960,#N/A
1990/5/14,#N/A,2849.3,#N/A,2976,#N/A
1990/5/15,#N/A,2699.17,#N/A,2965,#N/A
1990/5/16,#N/A,2660.04,#N/A,2948,#N/A
1990/5/17,#N/A,2727.98,#N/A,2917,#N/A
1990/5/18,#N/A,2690.48,#N/A,2925,#N/A
1990/5/21,#N/A,2651.49,#N/A,2930,#N/A
1990/5/22,#N/A,2712.36,#N/A,2970,#N/A
1990/5/23,#N/A,2713.97,#N/A,3028,#N/A
1990/5/24,#N/A,2695.04,#N/A,3048,#N/A
1990/5/25,#N/A,2699.02,#N/A,3059,#N/A
1990/5/29,#N/A,2699.34,#N/A,3048,#N/A
1990/5/30,#N/A,2595.37,#N/A,3083,#N/A
1990/5/31,#N/A,2660.61,#N/A,3132,#N/A
1990/6/1,#N/A,2615.38,#N/A,3159,#N/A
1990/6/4,#N/A,2678.4,#N/A,3153,#N/A
1990/6/5,#N/A,2654.2,#N/A,3159,#N/A
1990/6/6,#N/A,2620.69,#N/A,3172,#N/A
1990/6/7,#N/A,2598.75,#N/A,3145,#N/A
1990/6/8,#N/A,2609.43,#N/A,3174,#N/A
1990/6/11,#N/A,2585.56,#N/A,3154,#N/A
1990/6/12,#N/A,2625.56,#N/A,3203,#N/A
1990/6/13,#N/A,2557.62,#N/A,3184,#N/A
1990/6/14,#N/A,2538.53,#N/A,3191,#N/A
1990/6/15,#N/A,2568.12,#N/A,3201,#N/A
1990/6/18,#N/A,2584.51,#N/A,#N/A,#N/A
1990/6/19,#N/A,2623,#N/A,3229,#N/A
1990/6/20,#N/A,2530.12,#N/A,3234,#N/A
1990/6/21,#N/A,2544.62,#N/A,3246,#N/A
1990/6/22,#N/A,2550.53,#N/A,3250,#N/A
1990/6/25,#N/A,2538.91,#N/A,3276,#N/A
1990/6/26,#N/A,2498.4,#N/A,3292,#N/A
1990/6/27,#N/A,2526.92,#N/A,3284,#N/A
1990/6/28,#N/A,2546.17,#N/A,3273,#N/A
1990/6/29,#N/A,2623.97,#N/A,3278,#N/A
1990/7/2,#N/A,2642.51,#N/A,3319,#N/A
1990/7/3,#N/A,2670.08,#N/A,3356,#N/A
1990/7/4,#N/A,2639.28,#N/A,3363,#N/A
1990/7/5,#N/A,2643,#N/A,3356,#N/A
1990/7/6,#N/A,2735.33,#N/A,3357,#N/A
1990/7/9,#N/A,2811.72,#N/A,3385,#N/A
1990/7/10,#N/A,2807.03,#N/A,3408,#N/A
1990/7/11,#N/A,2808.48,#N/A,3440,#N/A
1990/7/12,#N/A,2875,#N/A,3468,#N/A
1990/7/13,#N/A,2885.78,#N/A,3507,#N/A
1990/7/16,#N/A,2782.03,#N/A,3488,#N/A
1990/7/17,#N/A,2781.7,#N/A,3463,#N/A
1990/7/18,#N/A,2731.82,#N/A,3528,#N/A
1990/7/19,#N/A,2730.82,#N/A,3523,#N/A
1990/7/20,#N/A,2690.94,#N/A,3540,#N/A
1990/7/23,#N/A,2762.76,#N/A,3559,#N/A
1990/7/24,#N/A,2705.73,#N/A,3495,#N/A
1990/7/25,#N/A,2728.88,#N/A,3520,#N/A
1990/7/26,#N/A,2792.83,#N/A,3483,#N/A
1990/7/27,#N/A,2886.98,#N/A,3485,#N/A
1990/7/30,#N/A,2885.08,#N/A,3445,#N/A
1990/7/31,#N/A,2866.89,#N/A,3438,#N/A
1990/8/1,#N/A,2850.37,#N/A,3468,#N/A
1990/8/2,#N/A,2922.21,#N/A,3415,#N/A
1990/8/3,#N/A,2867.06,#N/A,3356,#N/A
1990/8/6,#N/A,2851.47,#N/A,3107,#N/A
1990/8/7,#N/A,2903.06,#N/A,3098,#N/A
1990/8/8,#N/A,2900.85,#N/A,3145,#N/A
1990/8/9,#N/A,3094.52,#N/A,3091,#N/A
1990/8/10,#N/A,3008.89,#N/A,3078,#N/A
1990/8/13,#N/A,3006.39,#N/A,3040,#N/A
1990/8/14,#N/A,2952.3,#N/A,3067,#N/A
1990/8/15,#N/A,2942.75,#N/A,3178,#N/A
1990/8/16,#N/A,3027.61,#N/A,3183,#N/A
1990/8/17,#N/A,3008.21,#N/A,3122,#N/A
1990/8/20,#N/A,2988.84,#N/A,3052,#N/A
1990/8/21,#N/A,2961.8,#N/A,3040,#N/A
1990/8/22,#N/A,2947.55,#N/A,2954,#N/A
1990/8/23,#N/A,2889.9,#N/A,2871,#N/A
1990/8/24,#N/A,2986.34,#N/A,2918,#N/A
1990/8/28,#N/A,2993.31,#N/A,3078,#N/A
1990/8/29,#N/A,2920.95,#N/A,3015,#N/A
1990/8/30,#N/A,2978.33,#N/A,3064,#N/A
1990/8/31,#N/A,2961.31,#N/A,3087,#N/A
1990/9/3,#N/A,2956.97,#N/A,3066,#N/A
1990/9/4,#N/A,2919.99,#N/A,3054,#N/A
1990/9/5,#N/A,2900.12,#N/A,3039,#N/A
1990/9/6,#N/A,2965.39,#N/A,3032,#N/A
1990/9/7,#N/A,3056.39,#N/A,3047,#N/A
1990/9/10,#N/A,3205.18,#N/A,3087,#N/A
1990/9/11,#N/A,3241.2,#N/A,3083,#N/A
1990/9/12,#N/A,3383.16,#N/A,3105,#N/A
1990/9/13,#N/A,3350.45,#N/A,3093,#N/A
1990/9/14,#N/A,3209.72,#N/A,3062,#N/A
1990/9/17,#N/A,3387.34,#N/A,3019,#N/A
1990/9/18,#N/A,3087.18,#N/A,2996,#N/A
1990/9/19,#N/A,2925.19,#N/A,2980,#N/A
1990/9/20,#N/A,2979.46,#N/A,2984,#N/A
1990/9/21,#N/A,2868.98,#N/A,2931,#N/A
1990/9/24,#N/A,2819.32,#N/A,2861,#N/A
1990/9/25,#N/A,2744.59,#N/A,2807,#N/A
1990/9/26,#N/A,2810.59,#N/A,2778,#N/A
1990/9/27,#N/A,2883.42,#N/A,2767,#N/A
1990/9/28,#N/A,2900.05,#N/A,2760,#N/A
1990/10/1,#N/A,2782.91,#N/A,2791,#N/A
1990/10/2,#N/A,2823.82,#N/A,2905,#N/A
1990/10/3,#N/A,2820.02,#N/A,2862,#N/A
1990/10/4,#N/A,2891.34,#N/A,#N/A,#N/A
1990/10/8,#N/A,2872.77,#N/A,2925,#N/A
1990/10/9,#N/A,2877.44,#N/A,2913,#N/A
1990/10/10,#N/A,2848.22,#N/A,2872,#N/A
1990/10/11,#N/A,2870.64,#N/A,2884,#N/A
1990/10/12,#N/A,2744.44,#N/A,2915,#N/A
1990/10/15,#N/A,2652.17,#N/A,2916,#N/A
1990/10/16,#N/A,2682.16,#N/A,2949,#N/A
1990/10/17,#N/A,2570.87,#N/A,2958,#N/A
1990/10/18,#N/A,2635.27,#N/A,2950,#N/A
1990/10/19,#N/A,2658.29,#N/A,2991,#N/A
1990/10/22,#N/A,2677.54,#N/A,3015,#N/A
1990/10/23,#N/A,2686.2,#N/A,3081,#N/A
1990/10/24,#N/A,2745.18,#N/A,3042,#N/A
1990/10/25,#N/A,2689.5,#N/A,3050,#N/A
1990/10/26,#N/A,2721.92,#N/A,#N/A,#N/A
1990/10/29,#N/A,2669.07,#N/A,3063,#N/A
1990/10/30,#N/A,2617.51,#N/A,3011,#N/A
1990/10/31,#N/A,2657.45,#N/A,2990,#N/A
1990/11/1,#N/A,2622.82,#N/A,2968,#N/A
1990/11/2,#N/A,2598.73,#N/A,2978,#N/A
1990/11/5,#N/A,2659.44,#N/A,2967,#N/A
1990/11/6,#N/A,2612.25,#N/A,2966,#N/A
1990/11/7,#N/A,2639.87,#N/A,2955,#N/A
1990/11/8,#N/A,2611.54,#N/A,2932,#N/A
1990/11/9,#N/A,2599.71,#N/A,2932,#N/A
1990/11/12,#N/A,2574.14,#N/A,2949,#N/A
1990/11/13,#N/A,2602.67,#N/A,2998,#N/A
1990/11/14,#N/A,2596.63,#N/A,3006,#N/A
1990/11/15,#N/A,2607.39,#N/A,2990,#N/A
1990/11/16,#N/A,2665.22,#N/A,3008,#N/A
1990/11/19,#N/A,2642.84,#N/A,3042,#N/A
1990/11/20,#N/A,2590.55,#N/A,3031,#N/A
1990/11/21,#N/A,2598.74,#N/A,3013,#N/A
1990/11/22,#N/A,2578.34,#N/A,3023,#N/A
1990/11/23,#N/A,2558.03,#N/A,3016,#N/A
1990/11/26,#N/A,2550.59,#N/A,2995,#N/A
1990/11/27,#N/A,2553.29,#N/A,2998,#N/A
1990/11/28,#N/A,2478.55,#N/A,2986,#N/A
1990/11/29,#N/A,2457.36,#N/A,2978,#N/A
1990/11/30,#N/A,2490.94,#N/A,2965,#N/A
1990/12/3,#N/A,2462.46,#N/A,3020,#N/A
1990/12/4,#N/A,2483.25,#N/A,3020,#N/A
1990/12/5,#N/A,2444.07,#N/A,3066,#N/A
1990/12/6,#N/A,2520.44,#N/A,3126,#N/A
1990/12/7,#N/A,2557.11,#N/A,3163,#N/A
1990/12/10,#N/A,2490.24,#N/A,3149,#N/A
1990/12/11,#N/A,2459.96,#N/A,3144,#N/A
1990/12/12,#N/A,2491.57,#N/A,3160,#N/A
1990/12/13,#N/A,2499.26,#N/A,3150,#N/A
1990/12/14,#N/A,2478.94,#N/A,3125,#N/A
1990/12/17,#N/A,2446.83,#N/A,3051,#N/A
1990/12/18,#N/A,2512.27,#N/A,3066,#N/A
1990/12/19,#N/A,2471.94,#N/A,3083,#N/A
1990/12/20,#N/A,2463.81,#N/A,3078,#N/A
1990/12/21,#N/A,2458.55,#N/A,3079,#N/A
1990/12/27,#N/A,2536.8,#N/A,3066,#N/A
1990/12/28,#N/A,2552.32,#N/A,3057,#N/A
1991/1/2,#N/A,2624.55,#N/A,3031,#N/A
1991/1/3,#N/A,2618.04,#N/A,3004,#N/A
1991/1/4,#N/A,2558.68,#N/A,3046,#N/A
1991/1/7,#N/A,2585.76,#N/A,3026,#N/A
1991/1/8,#N/A,2573.93,#N/A,3009,#N/A
1991/1/9,#N/A,2560.52,#N/A,3027,#N/A
1991/1/10,#N/A,2500.02,#N/A,3035,#N/A
1991/1/11,#N/A,2533.74,#N/A,3058,#N/A
1991/1/14,#N/A,2461.57,#N/A,3037,#N/A
1991/1/15,#N/A,2435.2,#N/A,3000,#N/A
1991/1/16,#N/A,2347.63,#N/A,2984,#N/A
1991/1/17,#N/A,2446.71,#N/A,3087,#N/A
1991/1/18,#N/A,2428.88,#N/A,3072,#N/A
1991/1/21,#N/A,2388.64,#N/A,3066,#N/A
1991/1/22,#N/A,2321.42,#N/A,3062,#N/A
1991/1/23,#N/A,2332.48,#N/A,3090,#N/A
1991/1/24,#N/A,2322.6,#N/A,3140,#N/A
1991/1/25,#N/A,2315.54,#N/A,3206,#N/A
1991/1/28,#N/A,2328.91,#N/A,3198,#N/A
1991/1/29,#N/A,2358.62,#N/A,3192,#N/A
1991/1/30,#N/A,2363.91,#N/A,3200,#N/A
1991/1/31,#N/A,2447.05,#N/A,3243,#N/A
1991/2/1,#N/A,2397.04,#N/A,3223,#N/A
1991/2/4,#N/A,2367.1,#N/A,3250,#N/A
1991/2/5,#N/A,2354.62,#N/A,3345,#N/A
1991/2/6,#N/A,2391.4,#N/A,3365,#N/A
1991/2/7,#N/A,2393.01,#N/A,3333,#N/A
1991/2/8,#N/A,2411.78,#N/A,3359,#N/A
1991/2/11,#N/A,2454.31,#N/A,3394,#N/A
1991/2/12,#N/A,2454.53,#N/A,3395,#N/A
1991/2/13,#N/A,2431.24,#N/A,3412,#N/A
1991/2/14,#N/A,2440.85,#N/A,#N/A,#N/A
1991/2/15,#N/A,2423.96,#N/A,#N/A,#N/A
1991/2/18,#N/A,2451.32,#N/A,3473,#N/A
1991/2/19,#N/A,2497.31,#N/A,3467,#N/A
1991/2/20,#N/A,2472.06,#N/A,3492,#N/A
1991/2/21,#N/A,2497.77,#N/A,3477,#N/A
1991/2/22,#N/A,2525.91,#N/A,3475,#N/A
1991/2/25,#N/A,2478.76,#N/A,3520,#N/A
1991/2/26,#N/A,2517.12,#N/A,3532,#N/A
1991/2/27,#N/A,2476.74,#N/A,3512,#N/A
1991/2/28,#N/A,2515.4,#N/A,3552,#N/A
1991/3/1,#N/A,2487.62,#N/A,3552,#N/A
1991/3/4,#N/A,2464.85,#N/A,3564,#N/A
1991/3/5,#N/A,2430.74,#N/A,3600,#N/A
1991/3/6,#N/A,2418.56,#N/A,3647,#N/A
1991/3/7,#N/A,2423.21,#N/A,3658,#N/A
1991/3/8,#N/A,2448.01,#N/A,3653,#N/A
1991/3/11,#N/A,2402.13,#N/A,3669,#N/A
1991/3/12,#N/A,2396.74,#N/A,3658,#N/A
1991/3/13,#N/A,2414.4,#N/A,3634,#N/A
1991/3/14,#N/A,2384.81,#N/A,3627,#N/A
1991/3/15,#N/A,2357.14,#N/A,3722,#N/A
1991/3/18,#N/A,2381.82,#N/A,3724,#N/A
1991/3/19,#N/A,2345.24,#N/A,3751,#N/A
1991/3/20,#N/A,2410.97,#N/A,3683,#N/A
1991/3/21,#N/A,2410.01,#N/A,3661,#N/A
1991/3/22,#N/A,2427.43,#N/A,3716,#N/A
1991/3/25,#N/A,2395.51,#N/A,3720,#N/A
1991/3/26,#N/A,2394.64,#N/A,3683,#N/A
1991/3/27,#N/A,2395.32,#N/A,3691,#N/A
1991/3/28,#N/A,2442.39,#N/A,3745,#N/A
1991/4/2,#N/A,2485.04,#N/A,3789,#N/A
1991/4/3,#N/A,2442.16,#N/A,3869,#N/A
1991/4/4,#N/A,2471.42,#N/A,3849,#N/A
1991/4/5,#N/A,2426.29,#N/A,#N/A,#N/A
1991/4/8,#N/A,2435.62,#N/A,3812,#N/A
1991/4/9,#N/A,2425.42,#N/A,3757,#N/A
1991/4/10,#N/A,2453.64,#N/A,3777,#N/A
1991/4/11,#N/A,2486.31,#N/A,3703,#N/A
1991/4/12,#N/A,2428.44,#N/A,3742,#N/A
1991/4/15,#N/A,2429.03,#N/A,3714,#N/A
1991/4/16,#N/A,2418.29,#N/A,3717,#N/A
1991/4/17,#N/A,2472.33,#N/A,3687,#N/A
1991/4/18,#N/A,2497.45,#N/A,3699,#N/A
1991/4/19,#N/A,2490.56,#N/A,3667,#N/A
1991/4/22,#N/A,2494.23,#N/A,3582,#N/A
1991/4/23,#N/A,2514.31,#N/A,3569,#N/A
1991/4/24,#N/A,2456.66,#N/A,3605,#N/A
1991/4/25,#N/A,2521.62,#N/A,3594,#N/A
1991/4/26,#N/A,2493.27,#N/A,3625,#N/A
1991/4/29,#N/A,2513.25,#N/A,3624,#N/A
1991/4/30,#N/A,2492.7,#N/A,3588,#N/A
1991/5/1,#N/A,2437.82,#N/A,3631,#N/A
1991/5/2,#N/A,2523.5,#N/A,3726,#N/A
1991/5/3,#N/A,2444.22,#N/A,3737,#N/A
1991/5/7,#N/A,2427.93,#N/A,3741,#N/A
1991/5/8,#N/A,2424.1,#N/A,3747,#N/A
1991/5/9,#N/A,2457.89,#N/A,3744,#N/A
1991/5/10,#N/A,2402.46,#N/A,3750,#N/A
1991/5/13,#N/A,2428.54,#N/A,3767,#N/A
1991/5/14,#N/A,2354.99,#N/A,3785,#N/A
1991/5/15,#N/A,2266.55,#N/A,3789,#N/A
1991/5/16,#N/A,2230.75,#N/A,3859,#N/A
1991/5/17,#N/A,2136.25,#N/A,3882,#N/A
1991/5/20,#N/A,2243.71,#N/A,3917,#N/A
1991/5/21,#N/A,2242.73,#N/A,3829,#N/A
1991/5/22,#N/A,2237.1,#N/A,3826,#N/A
1991/5/23,#N/A,2247.91,#N/A,3778,#N/A
1991/5/24,#N/A,2206.43,#N/A,3703,#N/A
1991/5/28,#N/A,2229.76,#N/A,3594,#N/A
1991/5/29,#N/A,2188.2,#N/A,3625,#N/A
1991/5/30,#N/A,2139.7,#N/A,3679,#N/A
1991/5/31,#N/A,2119.28,#N/A,3707,#N/A
1991/6/3,#N/A,2159.64,#N/A,3688,#N/A
1991/6/4,#N/A,2192.18,#N/A,3667,#N/A
1991/6/5,#N/A,2226.01,#N/A,3690,#N/A
1991/6/6,#N/A,2236.96,#N/A,3678,#N/A
1991/6/7,#N/A,2187.08,#N/A,3637,#N/A
1991/6/10,#N/A,2190.35,#N/A,3621,#N/A
1991/6/11,#N/A,2211.46,#N/A,3631,#N/A
1991/6/12,#N/A,2239.54,#N/A,3627,#N/A
1991/6/13,#N/A,2205.88,#N/A,3632,#N/A
1991/6/14,#N/A,2199.54,#N/A,3639,#N/A
1991/6/17,#N/A,2178.84,#N/A,#N/A,#N/A
1991/6/18,#N/A,2181.98,#N/A,#N/A,#N/A
1991/6/19,#N/A,2236.34,#N/A,3626,#N/A
1991/6/20,#N/A,2227.68,#N/A,3593,#N/A
1991/6/21,#N/A,2254.04,#N/A,3565,#N/A
1991/6/24,#N/A,2243.79,#N/A,3569,#N/A
1991/6/25,#N/A,2224.27,#N/A,3604,#N/A
1991/6/26,#N/A,2282.76,#N/A,3634,#N/A
1991/6/27,#N/A,2258.75,#N/A,3629,#N/A
1991/6/28,#N/A,2231.22,#N/A,3668,#N/A
1991/7/1,#N/A,2254.54,#N/A,3738,#N/A
1991/7/2,#N/A,2240.5,#N/A,3772,#N/A
1991/7/3,#N/A,2287.41,#N/A,3796,#N/A
1991/7/4,#N/A,2260.54,#N/A,3850,#N/A
1991/7/5,#N/A,2286.54,#N/A,3892,#N/A
1991/7/8,#N/A,2257.1,#N/A,3880,#N/A
1991/7/9,#N/A,2245.99,#N/A,3904,#N/A
1991/7/10,#N/A,2233.01,#N/A,3901,#N/A
1991/7/11,#N/A,2186.81,#N/A,3892,#N/A
1991/7/12,#N/A,2243.92,#N/A,3915,#N/A
1991/7/15,#N/A,2201.13,#N/A,3945,#N/A
1991/7/16,#N/A,2186.17,#N/A,3997,#N/A
1991/7/17,#N/A,2223.59,#N/A,3962,#N/A
1991/7/18,#N/A,2219.28,#N/A,3976,#N/A
1991/7/19,#N/A,2229.92,#N/A,4009,#N/A
1991/7/22,#N/A,2233.21,#N/A,3988,#N/A
1991/7/23,#N/A,2220.24,#N/A,4009,#N/A
1991/7/24,#N/A,2213.14,#N/A,4028,#N/A
1991/7/25,#N/A,2182.22,#N/A,4012,#N/A
1991/7/26,#N/A,2222.83,#N/A,4031,#N/A
1991/7/29,#N/A,2225.68,#N/A,4016,#N/A
1991/7/30,#N/A,2229.98,#N/A,3991,#N/A
1991/7/31,#N/A,2239.54,#N/A,4009,#N/A
1991/8/1,#N/A,2232.14,#N/A,4030,#N/A
1991/8/2,#N/A,2274.72,#N/A,4059,#N/A
1991/8/5,#N/A,2255.03,#N/A,4063,#N/A
1991/8/6,#N/A,2228.82,#N/A,4021,#N/A
1991/8/7,#N/A,2241.01,#N/A,4061,#N/A
1991/8/8,#N/A,2240.6,#N/A,4046,#N/A
1991/8/9,#N/A,2242.96,#N/A,4024,#N/A
1991/8/12,#N/A,2247.68,#N/A,4070,#N/A
1991/8/13,#N/A,2211.51,#N/A,4052,#N/A
1991/8/14,#N/A,2221.49,#N/A,4079,#N/A
1991/8/15,#N/A,2216.41,#N/A,4073,#N/A
1991/8/16,#N/A,2193.53,#N/A,4063,#N/A
1991/8/19,#N/A,2196.67,#N/A,3722,#N/A
1991/8/20,#N/A,2191.04,#N/A,3848,#N/A
1991/8/21,#N/A,2210.38,#N/A,3863,#N/A
1991/8/22,#N/A,2234.57,#N/A,4045,#N/A
1991/8/23,#N/A,2184.29,#N/A,4021,#N/A
1991/8/27,#N/A,2249.85,#N/A,3981,#N/A
1991/8/28,#N/A,2291.63,#N/A,3968,#N/A
1991/8/29,#N/A,2272.05,#N/A,3960,#N/A
1991/8/30,#N/A,2257.92,#N/A,3998,#N/A
1991/9/2,#N/A,2285.02,#N/A,4023,#N/A
1991/9/3,#N/A,2298.93,#N/A,4025,#N/A
1991/9/4,#N/A,2280.12,#N/A,4006,#N/A
1991/9/5,#N/A,2288.84,#N/A,3990,#N/A
1991/9/6,#N/A,2319.96,#N/A,3970,#N/A
1991/9/9,#N/A,2352.17,#N/A,3940,#N/A
1991/9/10,#N/A,2330.02,#N/A,3959,#N/A
1991/9/11,#N/A,2334.23,#N/A,3966,#N/A
1991/9/12,#N/A,2327.15,#N/A,3970,#N/A
1991/9/13,#N/A,2331.95,#N/A,3974,#N/A
1991/9/16,#N/A,2311.86,#N/A,3953,#N/A
1991/9/17,#N/A,2272.87,#N/A,3938,#N/A
1991/9/18,#N/A,2276.06,#N/A,3900,#N/A
1991/9/19,#N/A,2314.45,#N/A,3863,#N/A
1991/9/20,#N/A,2332.57,#N/A,3910,#N/A
1991/9/23,#N/A,2361.66,#N/A,#N/A,#N/A
1991/9/24,#N/A,2331.75,#N/A,3904,#N/A
1991/9/25,#N/A,2327.31,#N/A,3901,#N/A
1991/9/26,#N/A,2350.63,#N/A,3927,#N/A
1991/9/27,#N/A,2352.93,#N/A,3938,#N/A
1991/9/30,#N/A,2360.28,#N/A,3956.7,#N/A
1991/10/1,#N/A,2309.32,#N/A,4023.9,#N/A
1991/10/2,#N/A,2337.59,#N/A,4062.1,#N/A
1991/10/3,#N/A,2359,#N/A,4093.4,#N/A
1991/10/4,#N/A,2365.64,#N/A,4067.7,#N/A
1991/10/7,#N/A,2343.69,#N/A,4060.4,#N/A
1991/10/8,#N/A,2351.92,#N/A,4066.9,#N/A
1991/10/9,#N/A,2383.8,#N/A,4076.4,#N/A
1991/10/10,#N/A,2363.25,#N/A,4056.2,#N/A
1991/10/11,#N/A,2341.37,#N/A,4018,#N/A
1991/10/14,#N/A,2349.03,#N/A,4022.2,#N/A
1991/10/15,#N/A,2324.66,#N/A,4033.8,#N/A
1991/10/16,#N/A,2362.2,#N/A,#N/A,#N/A
1991/10/17,#N/A,2371.93,#N/A,4018.4,#N/A
1991/10/18,#N/A,2386.75,#N/A,4015.9,#N/A
1991/10/21,#N/A,2351.39,#N/A,3998.7,#N/A
1991/10/22,#N/A,2342.63,#N/A,3981.7,#N/A
1991/10/23,#N/A,2361.21,#N/A,4021.4,#N/A
1991/10/24,#N/A,2387.38,#N/A,3989.3,#N/A
1991/10/25,#N/A,2362.48,#N/A,3971.9,#N/A
1991/10/28,#N/A,2371.97,#N/A,3988.6,#N/A
1991/10/29,#N/A,2419.95,#N/A,4000.1,#N/A
1991/10/30,#N/A,2398.46,#N/A,4020,#N/A
